complaint,category,priority,group_id
"How much is standard delivery to Kuala Lumpur? I checked the help page and tried the usual steps, but I still need a clear answer from support.",delivery_order,low,train-delivery_order-low-01
Can you look into this for me: how much is standard delivery to Kuala Lumpur?,delivery_order,low,train-delivery_order-low-01
Can two orders be combined before they are shipped?,delivery_order,low,train-delivery_order-low-02
"Hi support, can two orders be combined before they are shipped?",delivery_order,low,train-delivery_order-low-02
"hey, can two orders be combined before they are shipped? can someone check?",delivery_order,low,train-delivery_order-low-02
"Can two orders be combined before they are shipped? I checked the help page and tried the usual steps, but I still need a clear answer from support.",delivery_order,low,train-delivery_order-low-02
Can you look into this for me: can two orders be combined before they are shipped?,delivery_order,low,train-delivery_order-low-02
What is the usual delivery time for local orders?,delivery_order,low,train-delivery_order-low-03
"Hi support, what is the usual delivery time for local orders?",delivery_order,low,train-delivery_order-low-03
"hey, what is the usual delivery time for local orders? can someone check?",delivery_order,low,train-delivery_order-low-03
"What is the usual delivery time for local orders? I checked the help page and tried the usual steps, but I still need a clear answer from support.",delivery_order,low,train-delivery_order-low-03
Can you look into this for me: what is the usual delivery time for local orders?,delivery_order,low,train-delivery_order-low-03
Where do I enter a different shipping address?,delivery_order,low,train-delivery_order-low-04
"Hi support, where do I enter a different shipping address?",delivery_order,low,train-delivery_order-low-04
"hey, where do I enter a different shipping address? can someone check?",delivery_order,low,train-delivery_order-low-04
"Where do I enter a different shipping address? I checked the help page and tried the usual steps, but I still need a clear answer from support.",delivery_order,low,train-delivery_order-low-04
Can you look into this for me: where do I enter a different shipping address?,delivery_order,low,train-delivery_order-low-04
Do you offer collection from a nearby service point?,delivery_order,low,train-delivery_order-low-05
"Hi support, do you offer collection from a nearby service point?",delivery_order,low,train-delivery_order-low-05
"hey, do you offer collection from a nearby service point? can someone check?",delivery_order,low,train-delivery_order-low-05
"Do you offer collection from a nearby service point? I checked the help page and tried the usual steps, but I still need a clear answer from support.",delivery_order,low,train-delivery_order-low-05
Can you look into this for me: do you offer collection from a nearby service point?,delivery_order,low,train-delivery_order-low-05
Which courier company handles normal parcels?,delivery_order,low,train-delivery_order-low-06
"Hi support, which courier company handles normal parcels?",delivery_order,low,train-delivery_order-low-06
"hey, which courier company handles normal parcels? can someone check?",delivery_order,low,train-delivery_order-low-06
"Which courier company handles normal parcels? I checked the help page and tried the usual steps, but I still need a clear answer from support.",delivery_order,low,train-delivery_order-low-06
Can you look into this for me: which courier company handles normal parcels?,delivery_order,low,train-delivery_order-low-06
Is signature confirmation available as a delivery option?,delivery_order,low,train-delivery_order-low-07
"Hi support, is signature confirmation available as a delivery option?",delivery_order,low,train-delivery_order-low-07
"hey, is signature confirmation available as a delivery option? can someone check?",delivery_order,low,train-delivery_order-low-07
"Is signature confirmation available as a delivery option? I checked the help page and tried the usual steps, but I still need a clear answer from support.",delivery_order,low,train-delivery_order-low-07
Can you look into this for me: is signature confirmation available as a delivery option?,delivery_order,low,train-delivery_order-low-07
Can the delivery date be selected before I place an order?,delivery_order,low,train-delivery_order-low-08
"Hi support, can the delivery date be selected before I place an order?",delivery_order,low,train-delivery_order-low-08
"hey, can the delivery date be selected before I place an order? can someone check?",delivery_order,low,train-delivery_order-low-08
"Can the delivery date be selected before I place an order? I checked the help page and tried the usual steps, but I still need a clear answer from support.",delivery_order,low,train-delivery_order-low-08
Can you look into this for me: can the delivery date be selected before I place an order?,delivery_order,low,train-delivery_order-low-08
My regular parcel is four days late and tracking has not changed.,delivery_order,medium,train-delivery_order-medium-01
"Hi support, my regular parcel is four days late and tracking has not changed.",delivery_order,medium,train-delivery_order-medium-01
"hey, my regular parcel is four days late and tracking has not changed. can someone check?",delivery_order,medium,train-delivery_order-medium-01
"My regular parcel is four days late and tracking has not changed. I checked the help page and tried the usual steps, but I still need a clear answer from support.",delivery_order,medium,train-delivery_order-medium-01
Can you look into this for me: my regular parcel is four days late and tracking has not changed.,delivery_order,medium,train-delivery_order-medium-01
The order arrived with one item missing from the box.,delivery_order,medium,train-delivery_order-medium-02
"Hi support, the order arrived with one item missing from the box.",delivery_order,medium,train-delivery_order-medium-02
"hey, the order arrived with one item missing from the box. can someone check?",delivery_order,medium,train-delivery_order-medium-02
"The order arrived with one item missing from the box. I checked the help page and tried the usual steps, but I still need a clear answer from support.",delivery_order,medium,train-delivery_order-medium-02
Can you look into this for me: the order arrived with one item missing from the box.,delivery_order,medium,train-delivery_order-medium-02
I received the wrong size and need an exchange.,delivery_order,medium,train-delivery_order-medium-03
"Hi support, i received the wrong size and need an exchange.",delivery_order,medium,train-delivery_order-medium-03
"hey, i received the wrong size and need an exchange. can someone check?",delivery_order,medium,train-delivery_order-medium-03
"I received the wrong size and need an exchange. I checked the help page and tried the usual steps, but I still need a clear answer from support.",delivery_order,medium,train-delivery_order-medium-03
Can you look into this for me: i received the wrong size and need an exchange.,delivery_order,medium,train-delivery_order-medium-03
"Tracking says delivered, but the package is not at my door.",delivery_order,medium,train-delivery_order-medium-04
"Hi support, tracking says delivered, but the package is not at my door.",delivery_order,medium,train-delivery_order-medium-04
"hey, tracking says delivered, but the package is not at my door. can someone check?",delivery_order,medium,train-delivery_order-medium-04
"Tracking says delivered, but the package is not at my door. I checked the help page and tried the usual steps, but I still need a clear answer from support.",delivery_order,medium,train-delivery_order-medium-04
"Can you look into this for me: tracking says delivered, but the package is not at my door.",delivery_order,medium,train-delivery_order-medium-04
The courier attempted delivery while I was home and did not call.,delivery_order,medium,train-delivery_order-medium-05
"Hi support, the courier attempted delivery while I was home and did not call.",delivery_order,medium,train-delivery_order-medium-05
"hey, the courier attempted delivery while I was home and did not call. can someone check?",delivery_order,medium,train-delivery_order-medium-05
"The courier attempted delivery while I was home and did not call. I checked the help page and tried the usual steps, but I still need a clear answer from support.",delivery_order,medium,train-delivery_order-medium-05
Can you look into this for me: the courier attempted delivery while I was home and did not call.,delivery_order,medium,train-delivery_order-medium-05
My order has stayed at the sorting centre since Monday.,delivery_order,medium,train-delivery_order-medium-06
"Hi support, my order has stayed at the sorting centre since Monday.",delivery_order,medium,train-delivery_order-medium-06
"hey, my order has stayed at the sorting centre since Monday. can someone check?",delivery_order,medium,train-delivery_order-medium-06
"My order has stayed at the sorting centre since Monday. I checked the help page and tried the usual steps, but I still need a clear answer from support.",delivery_order,medium,train-delivery_order-medium-06
Can you look into this for me: my order has stayed at the sorting centre since Monday.,delivery_order,medium,train-delivery_order-medium-06
The parcel came two days late and one accessory was not included.,delivery_order,medium,train-delivery_order-medium-07
"Hi support, the parcel came two days late and one accessory was not included.",delivery_order,medium,train-delivery_order-medium-07
"hey, the parcel came two days late and one accessory was not included. can someone check?",delivery_order,medium,train-delivery_order-medium-07
"The parcel came two days late and one accessory was not included. I checked the help page and tried the usual steps, but I still need a clear answer from support.",delivery_order,medium,train-delivery_order-medium-07
Can you look into this for me: the parcel came two days late and one accessory was not included.,delivery_order,medium,train-delivery_order-medium-07
I need help finding an ordinary shipment whose tracking is stuck.,delivery_order,medium,train-delivery_order-medium-08
"Hi support, i need help finding an ordinary shipment whose tracking is stuck.",delivery_order,medium,train-delivery_order-medium-08
"hey, i need help finding an ordinary shipment whose tracking is stuck. can someone check?",delivery_order,medium,train-delivery_order-medium-08
"I need help finding an ordinary shipment whose tracking is stuck. I checked the help page and tried the usual steps, but I still need a clear answer from support.",delivery_order,medium,train-delivery_order-medium-08
Can you look into this for me: i need help finding an ordinary shipment whose tracking is stuck.,delivery_order,medium,train-delivery_order-medium-08
I need product safety information because the device is overheating near a child.,general_enquiry,high,train-general_enquiry-high-01
"Hi support, i need product safety information because the device is overheating near a child.",general_enquiry,high,train-general_enquiry-high-01
"hey, i need product safety information because the device is overheating near a child. can someone check?",general_enquiry,high,train-general_enquiry-high-01
"I need product safety information because the device is overheating near a child. I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,high,train-general_enquiry-high-01
Can you look into this for me: i need product safety information because the device is overheating near a child.,general_enquiry,high,train-general_enquiry-high-01
"A recall notice mentions this model, but the safety instructions are unavailable.",general_enquiry,high,train-general_enquiry-high-02
"Hi support, a recall notice mentions this model, but the safety instructions are unavailable.",general_enquiry,high,train-general_enquiry-high-02
"hey, a recall notice mentions this model, but the safety instructions are unavailable. can someone check?",general_enquiry,high,train-general_enquiry-high-02
"A recall notice mentions this model, but the safety instructions are unavailable. I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,high,train-general_enquiry-high-02
"Can you look into this for me: a recall notice mentions this model, but the safety instructions are unavailable.",general_enquiry,high,train-general_enquiry-high-02
We need confirmation today for a legal filing that closes in a few hours.,general_enquiry,high,train-general_enquiry-high-03
"Hi support, we need confirmation today for a legal filing that closes in a few hours.",general_enquiry,high,train-general_enquiry-high-03
"hey, we need confirmation today for a legal filing that closes in a few hours. can someone check?",general_enquiry,high,train-general_enquiry-high-03
"We need confirmation today for a legal filing that closes in a few hours. I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,high,train-general_enquiry-high-03
Can you look into this for me: we need confirmation today for a legal filing that closes in a few hours.,general_enquiry,high,train-general_enquiry-high-03
A customer with a medical accessibility need cannot find the emergency support channel.,general_enquiry,high,train-general_enquiry-high-04
"Hi support, a customer with a medical accessibility need cannot find the emergency support channel.",general_enquiry,high,train-general_enquiry-high-04
"hey, a customer with a medical accessibility need cannot find the emergency support channel. can someone check?",general_enquiry,high,train-general_enquiry-high-04
"A customer with a medical accessibility need cannot find the emergency support channel. I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,high,train-general_enquiry-high-04
Can you look into this for me: a customer with a medical accessibility need cannot find the emergency support channel.,general_enquiry,high,train-general_enquiry-high-04
The published allergy information conflicts with the product label.,general_enquiry,high,train-general_enquiry-high-05
"Hi support, the published allergy information conflicts with the product label.",general_enquiry,high,train-general_enquiry-high-05
"hey, the published allergy information conflicts with the product label. can someone check?",general_enquiry,high,train-general_enquiry-high-05
"The published allergy information conflicts with the product label. I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,high,train-general_enquiry-high-05
Can you look into this for me: the published allergy information conflicts with the product label.,general_enquiry,high,train-general_enquiry-high-05
I need immediate clarification about a safety warning before the equipment is used.,general_enquiry,high,train-general_enquiry-high-06
"Hi support, i need immediate clarification about a safety warning before the equipment is used.",general_enquiry,high,train-general_enquiry-high-06
"hey, i need immediate clarification about a safety warning before the equipment is used. can someone check?",general_enquiry,high,train-general_enquiry-high-06
"I need immediate clarification about a safety warning before the equipment is used. I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,high,train-general_enquiry-high-06
Can you look into this for me: i need immediate clarification about a safety warning before the equipment is used.,general_enquiry,high,train-general_enquiry-high-06
The product guide gives no first-aid advice after contact with the leaking material.,general_enquiry,high,train-general_enquiry-high-07
"Hi support, the product guide gives no first-aid advice after contact with the leaking material.",general_enquiry,high,train-general_enquiry-high-07
"hey, the product guide gives no first-aid advice after contact with the leaking material. can someone check?",general_enquiry,high,train-general_enquiry-high-07
"The product guide gives no first-aid advice after contact with the leaking material. I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,high,train-general_enquiry-high-07
Can you look into this for me: the product guide gives no first-aid advice after contact with the leaking material.,general_enquiry,high,train-general_enquiry-high-07
A regulatory submission closes today and the required compliance answer is missing.,general_enquiry,high,train-general_enquiry-high-08
"Hi support, a regulatory submission closes today and the required compliance answer is missing.",general_enquiry,high,train-general_enquiry-high-08
"hey, a regulatory submission closes today and the required compliance answer is missing. can someone check?",general_enquiry,high,train-general_enquiry-high-08
"A regulatory submission closes today and the required compliance answer is missing. I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,high,train-general_enquiry-high-08
Can you look into this for me: a regulatory submission closes today and the required compliance answer is missing.,general_enquiry,high,train-general_enquiry-high-08
What time does the customer service centre open?,general_enquiry,low,train-general_enquiry-low-01
"Hi support, what time does the customer service centre open?",general_enquiry,low,train-general_enquiry-low-01
"hey, what time does the customer service centre open? can someone check?",general_enquiry,low,train-general_enquiry-low-01
"What time does the customer service centre open? I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,low,train-general_enquiry-low-01
Can you look into this for me: what time does the customer service centre open?,general_enquiry,low,train-general_enquiry-low-01
Where is the nearest branch located?,general_enquiry,low,train-general_enquiry-low-02
"Hi support, where is the nearest branch located?",general_enquiry,low,train-general_enquiry-low-02
"hey, where is the nearest branch located? can someone check?",general_enquiry,low,train-general_enquiry-low-02
"Where is the nearest branch located? I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,low,train-general_enquiry-low-02
Can you look into this for me: where is the nearest branch located?,general_enquiry,low,train-general_enquiry-low-02
How can I contact the sales team?,general_enquiry,low,train-general_enquiry-low-03
"Hi support, how can I contact the sales team?",general_enquiry,low,train-general_enquiry-low-03
"hey, how can I contact the sales team? can someone check?",general_enquiry,low,train-general_enquiry-low-03
"How can I contact the sales team? I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,low,train-general_enquiry-low-03
Can you look into this for me: how can I contact the sales team?,general_enquiry,low,train-general_enquiry-low-03
Are your offices open on public holidays?,general_enquiry,low,train-general_enquiry-low-04
"Hi support, are your offices open on public holidays?",general_enquiry,low,train-general_enquiry-low-04
"hey, are your offices open on public holidays? can someone check?",general_enquiry,low,train-general_enquiry-low-04
"Are your offices open on public holidays? I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,low,train-general_enquiry-low-04
Can you look into this for me: are your offices open on public holidays?,general_enquiry,low,train-general_enquiry-low-04
What services are included in the basic package?,general_enquiry,low,train-general_enquiry-low-05
"Hi support, what services are included in the basic package?",general_enquiry,low,train-general_enquiry-low-05
"hey, what services are included in the basic package? can someone check?",general_enquiry,low,train-general_enquiry-low-05
"What services are included in the basic package? I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,low,train-general_enquiry-low-05
Can you look into this for me: what services are included in the basic package?,general_enquiry,low,train-general_enquiry-low-05
Is there a general telephone number for enquiries?,general_enquiry,low,train-general_enquiry-low-06
"Hi support, is there a general telephone number for enquiries?",general_enquiry,low,train-general_enquiry-low-06
"hey, is there a general telephone number for enquiries? can someone check?",general_enquiry,low,train-general_enquiry-low-06
"Is there a general telephone number for enquiries? I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,low,train-general_enquiry-low-06
Can you look into this for me: is there a general telephone number for enquiries?,general_enquiry,low,train-general_enquiry-low-06
Where can I see the normal price list for your service packages?,general_enquiry,low,train-general_enquiry-low-07
"Hi support, where can I see the normal price list for your service packages?",general_enquiry,low,train-general_enquiry-low-07
"hey, where can I see the normal price list for your service packages? can someone check?",general_enquiry,low,train-general_enquiry-low-07
"Where can I see the normal price list for your service packages? I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,low,train-general_enquiry-low-07
Can you look into this for me: where can I see the normal price list for your service packages?,general_enquiry,low,train-general_enquiry-low-07
Do you publish a calendar of office closure dates?,general_enquiry,low,train-general_enquiry-low-08
"Hi support, do you publish a calendar of office closure dates?",general_enquiry,low,train-general_enquiry-low-08
"hey, do you publish a calendar of office closure dates? can someone check?",general_enquiry,low,train-general_enquiry-low-08
"Do you publish a calendar of office closure dates? I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,low,train-general_enquiry-low-08
Can you look into this for me: do you publish a calendar of office closure dates?,general_enquiry,low,train-general_enquiry-low-08
I need help choosing a service package for a small business.,general_enquiry,medium,train-general_enquiry-medium-01
"Hi support, i need help choosing a service package for a small business.",general_enquiry,medium,train-general_enquiry-medium-01
"hey, i need help choosing a service package for a small business. can someone check?",general_enquiry,medium,train-general_enquiry-medium-01
"I need help choosing a service package for a small business. I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,medium,train-general_enquiry-medium-01
Can you look into this for me: i need help choosing a service package for a small business.,general_enquiry,medium,train-general_enquiry-medium-01
Could someone clarify the documents needed for my application?,general_enquiry,medium,train-general_enquiry-medium-02
"Hi support, could someone clarify the documents needed for my application?",general_enquiry,medium,train-general_enquiry-medium-02
"hey, could someone clarify the documents needed for my application? can someone check?",general_enquiry,medium,train-general_enquiry-medium-02
"Could someone clarify the documents needed for my application? I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,medium,train-general_enquiry-medium-02
Can you look into this for me: could someone clarify the documents needed for my application?,general_enquiry,medium,train-general_enquiry-medium-02
I am waiting for confirmation of an appointment scheduled this week.,general_enquiry,medium,train-general_enquiry-medium-03
"Hi support, i am waiting for confirmation of an appointment scheduled this week.",general_enquiry,medium,train-general_enquiry-medium-03
"hey, i am waiting for confirmation of an appointment scheduled this week. can someone check?",general_enquiry,medium,train-general_enquiry-medium-03
"I am waiting for confirmation of an appointment scheduled this week. I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,medium,train-general_enquiry-medium-03
Can you look into this for me: i am waiting for confirmation of an appointment scheduled this week.,general_enquiry,medium,train-general_enquiry-medium-03
A business enquiry sent several days ago has not received a reply.,general_enquiry,medium,train-general_enquiry-medium-04
"Hi support, a business enquiry sent several days ago has not received a reply.",general_enquiry,medium,train-general_enquiry-medium-04
"hey, a business enquiry sent several days ago has not received a reply. can someone check?",general_enquiry,medium,train-general_enquiry-medium-04
"A business enquiry sent several days ago has not received a reply. I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,medium,train-general_enquiry-medium-04
Can you look into this for me: a business enquiry sent several days ago has not received a reply.,general_enquiry,medium,train-general_enquiry-medium-04
Please explain which support plan includes weekend assistance.,general_enquiry,medium,train-general_enquiry-medium-05
"Hi support, please explain which support plan includes weekend assistance.",general_enquiry,medium,train-general_enquiry-medium-05
"hey, please explain which support plan includes weekend assistance. can someone check?",general_enquiry,medium,train-general_enquiry-medium-05
"Please explain which support plan includes weekend assistance. I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,medium,train-general_enquiry-medium-05
Can you look into this for me: please explain which support plan includes weekend assistance.,general_enquiry,medium,train-general_enquiry-medium-05
I need advice comparing the standard and premium services.,general_enquiry,medium,train-general_enquiry-medium-06
"Hi support, i need advice comparing the standard and premium services.",general_enquiry,medium,train-general_enquiry-medium-06
"hey, i need advice comparing the standard and premium services. can someone check?",general_enquiry,medium,train-general_enquiry-medium-06
"I need advice comparing the standard and premium services. I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,medium,train-general_enquiry-medium-06
Can you look into this for me: i need advice comparing the standard and premium services.,general_enquiry,medium,train-general_enquiry-medium-06
Could an adviser explain the eligibility conditions for this programme?,general_enquiry,medium,train-general_enquiry-medium-07
"Hi support, could an adviser explain the eligibility conditions for this programme?",general_enquiry,medium,train-general_enquiry-medium-07
"hey, could an adviser explain the eligibility conditions for this programme? can someone check?",general_enquiry,medium,train-general_enquiry-medium-07
"Could an adviser explain the eligibility conditions for this programme? I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,medium,train-general_enquiry-medium-07
Can you look into this for me: could an adviser explain the eligibility conditions for this programme?,general_enquiry,medium,train-general_enquiry-medium-07
My scheduled consultation needs a confirmed time before the end of the week.,general_enquiry,medium,train-general_enquiry-medium-08
"Hi support, my scheduled consultation needs a confirmed time before the end of the week.",general_enquiry,medium,train-general_enquiry-medium-08
"hey, my scheduled consultation needs a confirmed time before the end of the week. can someone check?",general_enquiry,medium,train-general_enquiry-medium-08
"My scheduled consultation needs a confirmed time before the end of the week. I checked the help page and tried the usual steps, but I still need a clear answer from support.",general_enquiry,medium,train-general_enquiry-medium-08
Can you look into this for me: my scheduled consultation needs a confirmed time before the end of the week.,general_enquiry,medium,train-general_enquiry-medium-08
The entire platform is offline for every employee in our company.,technical_support,high,train-technical_support-high-01
"Hi support, the entire platform is offline for every employee in our company.",technical_support,high,train-technical_support-high-01
"hey, the entire platform is offline for every employee in our company. can someone check?",technical_support,high,train-technical_support-high-01
"The entire platform is offline for every employee in our company. I checked the help page and tried the usual steps, but I still need a clear answer from support.",technical_support,high,train-technical_support-high-01
Can you look into this for me: the entire platform is offline for every employee in our company.,technical_support,high,train-technical_support-high-01
All users see a blank page and none of our staff can access the service.,technical_support,high,train-technical_support-high-02
"Hi support, all users see a blank page and none of our staff can access the service.",technical_support,high,train-technical_support-high-02
"hey, all users see a blank page and none of our staff can access the service. can someone check?",technical_support,high,train-technical_support-high-02
"All users see a blank page and none of our staff can access the service. I checked the help page and tried the usual steps, but I still need a clear answer from support.",technical_support,high,train-technical_support-high-02
Can you look into this for me: all users see a blank page and none of our staff can access the service.,technical_support,high,train-technical_support-high-02
A system update erased our shared production data and there is no backup visible.,technical_support,high,train-technical_support-high-03
"Hi support, a system update erased our shared production data and there is no backup visible.",technical_support,high,train-technical_support-high-03
"hey, a system update erased our shared production data and there is no backup visible. can someone check?",technical_support,high,train-technical_support-high-03
"A system update erased our shared production data and there is no backup visible. I checked the help page and tried the usual steps, but I still need a clear answer from support.",technical_support,high,train-technical_support-high-03
Can you look into this for me: a system update erased our shared production data and there is no backup visible.,technical_support,high,train-technical_support-high-03
The service has a complete outage across every office location.,technical_support,high,train-technical_support-high-04
"Hi support, the service has a complete outage across every office location.",technical_support,high,train-technical_support-high-04
"hey, the service has a complete outage across every office location. can someone check?",technical_support,high,train-technical_support-high-04
"The service has a complete outage across every office location. I checked the help page and tried the usual steps, but I still need a clear answer from support.",technical_support,high,train-technical_support-high-04
Can you look into this for me: the service has a complete outage across every office location.,technical_support,high,train-technical_support-high-04
Everyone in our organisation is locked out because the authentication server is down.,technical_support,high,train-technical_support-high-05
"Hi support, everyone in our organisation is locked out because the authentication server is down.",technical_support,high,train-technical_support-high-05
"hey, everyone in our organisation is locked out because the authentication server is down. can someone check?",technical_support,high,train-technical_support-high-05
"Everyone in our organisation is locked out because the authentication server is down. I checked the help page and tried the usual steps, but I still need a clear answer from support.",technical_support,high,train-technical_support-high-05
Can you look into this for me: everyone in our organisation is locked out because the authentication server is down.,technical_support,high,train-technical_support-high-05
Our public application is unavailable to all customers after the latest release.,technical_support,high,train-technical_support-high-06
"Hi support, our public application is unavailable to all customers after the latest release.",technical_support,high,train-technical_support-high-06
"hey, our public application is unavailable to all customers after the latest release. can someone check?",technical_support,high,train-technical_support-high-06
"Our public application is unavailable to all customers after the latest release. I checked the help page and tried the usual steps, but I still need a clear answer from support.",technical_support,high,train-technical_support-high-06
Can you look into this for me: our public application is unavailable to all customers after the latest release.,technical_support,high,train-technical_support-high-06
"The whole network service is down, leaving every department unable to work.",technical_support,high,train-technical_support-high-07
"Hi support, the whole network service is down, leaving every department unable to work.",technical_support,high,train-technical_support-high-07
"hey, the whole network service is down, leaving every department unable to work. can someone check?",technical_support,high,train-technical_support-high-07
"The whole network service is down, leaving every department unable to work. I checked the help page and tried the usual steps, but I still need a clear answer from support.",technical_support,high,train-technical_support-high-07
"Can you look into this for me: the whole network service is down, leaving every department unable to work.",technical_support,high,train-technical_support-high-07
A failed deployment destroyed the complete shared dataset used by all users.,technical_support,high,train-technical_support-high-08
"Hi support, a failed deployment destroyed the complete shared dataset used by all users.",technical_support,high,train-technical_support-high-08
"hey, a failed deployment destroyed the complete shared dataset used by all users. can someone check?",technical_support,high,train-technical_support-high-08
"A failed deployment destroyed the complete shared dataset used by all users. I checked the help page and tried the usual steps, but I still need a clear answer from support.",technical_support,high,train-technical_support-high-08
Can you look into this for me: a failed deployment destroyed the complete shared dataset used by all users.,technical_support,high,train-technical_support-high-08
Where can I find the desktop application user guide?,technical_support,low,train-technical_support-low-01
"Hi support, where can I find the desktop application user guide?",technical_support,low,train-technical_support-low-01
"hey, where can I find the desktop application user guide? can someone check?",technical_support,low,train-technical_support-low-01
"Where can I find the desktop application user guide? I checked the help page and tried the usual steps, but I still need a clear answer from support.",technical_support,low,train-technical_support-low-01
Can you look into this for me: where can I find the desktop application user guide?,technical_support,low,train-technical_support-low-01
Does the software support an older version of Windows?,technical_support,low,train-technical_support-low-02
"Hi support, does the software support an older version of Windows?",technical_support,low,train-technical_support-low-02
"hey, does the software support an older version of Windows? can someone check?",technical_support,low,train-technical_support-low-02
"Does the software support an older version of Windows? I checked the help page and tried the usual steps, but I still need a clear answer from support.",technical_support,low,train-technical_support-low-02
Can you look into this for me: does the software support an older version of Windows?,technical_support,low,train-technical_support-low-02
How do I change the interface language?,technical_support,low,train-technical_support-low-03
"Hi support, how do I change the interface language?",technical_support,low,train-technical_support-low-03
"hey, how do I change the interface language? can someone check?",technical_support,low,train-technical_support-low-03
"How do I change the interface language? I checked the help page and tried the usual steps, but I still need a clear answer from support.",technical_support,low,train-technical_support-low-03
Can you look into this for me: how do I change the interface language?,technical_support,low,train-technical_support-low-03
Can dark mode be enabled on the mobile app?,technical_support,low,train-technical_support-low-04
"Hi support, can dark mode be enabled on the mobile app?",technical_support,low,train-technical_support-low-04
"hey, can dark mode be enabled on the mobile app? can someone check?",technical_support,low,train-technical_support-low-04
"Can dark mode be enabled on the mobile app? I checked the help page and tried the usual steps, but I still need a clear answer from support.",technical_support,low,train-technical_support-low-04
Can you look into this for me: can dark mode be enabled on the mobile app?,technical_support,low,train-technical_support-low-04
What file formats are supported for uploads?,technical_support,low,train-technical_support-low-05
"Hi support, what file formats are supported for uploads?",technical_support,low,train-technical_support-low-05
"hey, what file formats are supported for uploads? can someone check?",technical_support,low,train-technical_support-low-05
"What file formats are supported for uploads? I checked the help page and tried the usual steps, but I still need a clear answer from support.",technical_support,low,train-technical_support-low-05
Can you look into this for me: what file formats are supported for uploads?,technical_support,low,train-technical_support-low-05
Is there a keyboard shortcut for opening search?,technical_support,low,train-technical_support-low-06
"Hi support, is there a keyboard shortcut for opening search?",technical_support,low,train-technical_support-low-06
"hey, is there a keyboard shortcut for opening search? can someone check?",technical_support,low,train-technical_support-low-06
"Is there a keyboard shortcut for opening search? I checked the help page and tried the usual steps, but I still need a clear answer from support.",technical_support,low,train-technical_support-low-06
Can you look into this for me: is there a keyboard shortcut for opening search?,technical_support,low,train-technical_support-low-06
Where can I read the API format documentation?,technical_support,low,train-technical_support-low-07
"Hi support, where can I read the API format documentation?",technical_support,low,train-technical_support-low-07
"hey, where can I read the API format documentation? can someone check?",technical_support,low,train-technical_support-low-07
"Where can I read the API format documentation? I checked the help page and tried the usual steps, but I still need a clear answer from support.",technical_support,low,train-technical_support-low-07
Can you look into this for me: where can I read the API format documentation?,technical_support,low,train-technical_support-low-07
Does the desktop program have an automatic update setting?,technical_support,low,train-technical_support-low-08
"Hi support, does the desktop program have an automatic update setting?",technical_support,low,train-technical_support-low-08
"hey, does the desktop program have an automatic update setting? can someone check?",technical_support,low,train-technical_support-low-08
"Does the desktop program have an automatic update setting? I checked the help page and tried the usual steps, but I still need a clear answer from support.",technical_support,low,train-technical_support-low-08
Can you look into this for me: does the desktop program have an automatic update setting?,technical_support,low,train-technical_support-low-08
The mobile app crashes whenever I open the reports screen.,technical_support,medium,train-technical_support-medium-01
"Hi support, the mobile app crashes whenever I open the reports screen.",technical_support,medium,train-technical_support-medium-01
"hey, the mobile app crashes whenever I open the reports screen. can someone check?",technical_support,medium,train-technical_support-medium-01
"The mobile app crashes whenever I open the reports screen. I checked the help page and tried the usual steps, but I still need a clear answer from support.",technical_support,medium,train-technical_support-medium-01
Can you look into this for me: the mobile app crashes whenever I open the reports screen.,technical_support,medium,train-technical_support-medium-01
File upload reaches ninety percent and then fails on my laptop.,technical_support,medium,train-technical_support-medium-02
"Hi support, file upload reaches ninety percent and then fails on my laptop.",technical_support,medium,train-technical_support-medium-02
"hey, file upload reaches ninety percent and then fails on my laptop. can someone check?",technical_support,medium,train-technical_support-medium-02
"File upload reaches ninety percent and then fails on my laptop. I checked the help page and tried the usual steps, but I still need a clear answer from support.",technical_support,medium,train-technical_support-medium-02
